epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.47779950499534607,0.0010000000474974513,1.563543677330017,0.8125523328781128,0.6018247008323669,1.1670610904693604,0.8944281339645386
1,0.56590336561203,0.0010000000474974513,1.2948163747787476,0.8769896626472473,0.6177908182144165,1.1176503896713257,0.9074617028236389
2,0.5866377949714661,0.0010000000474974513,1.2433984279632568,0.8912314772605896,0.6435320973396301,1.0689257383346558,0.9113717675209045
3,0.600111722946167,0.0010000000474974513,1.212564468383789,0.9009354710578918,0.638318657875061,1.0819387435913086,0.9084392189979553
4,0.617355465888977,0.0010000000474974513,1.19296395778656,0.9056827425956726,0.6448354721069336,1.0770584344863892,0.9162593483924866
5,0.6221027374267578,0.0010000000474974513,1.1697748899459839,0.9130131006240845,0.6487455368041992,1.0759083032608032,0.9149560332298279
6,0.6595224738121033,0.0005000000237487257,1.0926270484924316,0.926068127155304,0.6692733764648438,1.0382193326950073,0.922124445438385
7,0.670622706413269,0.0005000000237487257,1.061006784439087,0.9302569031715393,0.6783968806266785,1.0154697895050049,0.9305962920188904
8,0.6837475299835205,0.0005000000237487257,1.0362154245376587,0.9339569807052612,0.6888236999511719,0.9886723756790161,0.9312479496002197
9,0.6879363059997559,0.0005000000237487257,1.0243182182312012,0.9379363059997559,0.6907787322998047,0.9848418235778809,0.9312479496002197
10,0.6964535117149353,0.0005000000237487257,0.9968177080154419,0.9424741864204407,0.6875203847885132,0.9910340309143066,0.9315738081932068
11,0.7011309862136841,0.0005000000237487257,0.9875821471214294,0.9407986402511597,0.6901270747184753,0.9879448413848877,0.9348322153091431
12,0.7052499055862427,0.0005000000237487257,0.9754096269607544,0.9451270699501038,0.6920821070671082,0.9843730330467224,0.9279896020889282
13,0.7168388962745667,0.0005000000237487257,0.9498282670974731,0.9490365982055664,0.689475417137146,0.9909899234771729,0.9354838728904724
14,0.7113934755325317,0.0005000000237487257,0.9557484984397888,0.948617696762085,0.6761159896850586,1.0320097208023071,0.9322254657745361
15,0.7299637198448181,0.0005000000237487257,0.9384074807167053,0.9518290758132935,0.7021831274032593,0.9789640307426453,0.927012026309967
16,0.7289165258407593,0.0005000000237487257,0.926040530204773,0.953085720539093,0.6972955465316772,0.9780675768852234,0.9361355304718018
17,0.7335939407348633,0.0005000000237487257,0.917615532875061,0.9565763473510742,0.7015314698219299,1.0010524988174438,0.9358097314834595
18,0.7334543466567993,0.0005000000237487257,0.9041973948478699,0.9597877860069275,0.7012056112289429,0.9713468551635742,0.9413489699363708
19,0.7383412718772888,0.0005000000237487257,0.9126023054122925,0.9560877084732056,0.7083740830421448,0.9767768383026123,0.9374389052391052
